subject,sex,age,condition,manipcheck,pity.target,envy.target,pityAD,pityC,envyAD,envyC
1503,female,42,Attitude EnvyAD,Attitude,5,6,NA,NA,5,NA
1504,female,46,Attitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1505,male,38,Attitude PityAD,Aptitude,3,7,2,NA,NA,NA
1506,female,51,Aptitude PityAD,Aptitude,5,7,2,NA,NA,NA
1507,female,24,Attitude PityC,Aptitude,7,7,NA,3,NA,NA
1508,female,33,Attitude PityAD,Attitude,7,2,5,NA,NA,NA
1509,male,26,Aptitude EnvyAD,Aptitude,7,6,NA,NA,7,NA
1510,female,33,Aptitude PityC,Aptitude,5,7,NA,3,NA,NA
1511,female,26,Attitude EnvyC,Aptitude,5,6,NA,NA,NA,3
1512,female,28,Aptitude EnvyC,Aptitude,5,6,NA,NA,NA,2
1513,female,35,Attitude EnvyAD,Attitude,6,4,NA,NA,1,NA
1514,female,27,Aptitude PityAD,Aptitude,7,5,5,NA,NA,NA
1515,female,24,Attitude Baseline,Attitude,7,1,NA,NA,NA,NA
1516,male,53,Aptitude PityC,Aptitude,6,4,NA,1,NA,NA
1517,male,23,Attitude PityC,Aptitude,4,6,NA,1,NA,NA
1518,male,32,Attitude EnvyAD,Attitude,7,7,NA,NA,3,NA
1519,female,36,Aptitude EnvyAD,Aptitude,5,6,NA,NA,6,NA
1520,male,36,Aptitude EnvyC,Aptitude,3,6,NA,NA,NA,5
1521,male,62,Aptitude Baseline,Attitude,7,3,NA,NA,NA,NA
1522,male,45,Attitude Baseline,Attitude,7,3,NA,NA,NA,NA
1523,female,29,Attitude PityAD,Aptitude,6,7,6,NA,NA,NA
1524,male,29,Attitude EnvyC,Aptitude,5,5,NA,NA,NA,6
1525,female,42,Attitude EnvyC,Aptitude,7,5,NA,NA,NA,1
1526,male,22,Aptitude PityAD,Aptitude,5,6,5,NA,NA,NA
1527,female,28,Attitude EnvyAD,Aptitude,5,7,NA,NA,5,NA
1528,female,30,Aptitude PityAD,Aptitude,6,7,5,NA,NA,NA
1529,female,24,Attitude PityAD,Attitude,7,5,6,NA,NA,NA
1530,female,52,Aptitude Baseline,Aptitude,3,6,NA,NA,NA,NA
1531,male,33,Aptitude EnvyAD,Aptitude,5,7,NA,NA,6,NA
1532,female,41,Aptitude PityC,Aptitude,5,7,NA,1,NA,NA
1533,female,22,Attitude PityC,Aptitude,3,4,NA,5,NA,NA
1534,male,25,Aptitude EnvyC,Attitude,7,6,NA,NA,NA,1
1535,female,24,Attitude Baseline,Attitude,6,3,NA,NA,NA,NA
1536,male,23,Attitude Baseline,Attitude,5,5,NA,NA,NA,NA
1537,female,29,Aptitude PityAD,Attitude,5,3,6,NA,NA,NA
1538,female,23,Aptitude PityC,Aptitude,6,5,NA,2,NA,NA
1539,female,30,Attitude EnvyAD,Aptitude,5,6,NA,NA,2,NA
1540,female,41,Aptitude Baseline,Aptitude,3,5,NA,NA,NA,NA
1541,male,20,Attitude PityAD,Attitude,7,5,3,NA,NA,NA
1542,female,54,Attitude PityC,Aptitude,5,5,NA,4,NA,NA
1543,female,21,Attitude EnvyC,Aptitude,5,5,NA,NA,NA,2
1544,female,21,Aptitude EnvyAD,Aptitude,4,6,NA,NA,3,NA
1545,female,25,Aptitude EnvyC,Aptitude,7,6,NA,NA,NA,1
1546,female,36,Aptitude EnvyC,Aptitude,2,6,NA,NA,NA,2
1547,male,21,Aptitude EnvyAD,Aptitude,5,6,NA,NA,3,NA
1548,female,25,Attitude PityC,Aptitude,4,6,NA,1,NA,NA
1549,male,29,Aptitude PityC,Attitude,7,5,NA,2,NA,NA
1550,male,21,Attitude Baseline,Attitude,7,3,NA,NA,NA,NA
1551,male,25,Attitude PityAD,Aptitude,6,6,3,NA,NA,NA
1552,female,36,Aptitude Baseline,Aptitude,5,3,NA,NA,NA,NA
1553,female,43,Attitude EnvyAD,Attitude,5,5,NA,NA,4,NA
1554,female,23,Aptitude PityAD,Aptitude,3,7,3,NA,NA,NA
1555,male,36,Aptitude Baseline,Aptitude,4,6,NA,NA,NA,NA
1556,female,34,Aptitude EnvyAD,Aptitude,5,6,NA,NA,7,NA
1557,female,35,Aptitude PityAD,Aptitude,6,5,6,NA,NA,NA
1558,female,26,Attitude PityAD,Aptitude,7,6,5,NA,NA,NA
1559,male,34,Attitude EnvyC,Aptitude,5,6,NA,NA,NA,2
1560,male,28,Attitude Baseline,Attitude,6,3,NA,NA,NA,NA
1561,male,52,Attitude EnvyAD,Aptitude,5,5,NA,NA,6,NA
1562,male,45,Aptitude EnvyC,Attitude,2,6,NA,NA,NA,5
1563,female,25,Attitude PityC,Aptitude,7,5,NA,2,NA,NA
1564,female,53,Attitude PityC,Attitude,7,2,NA,2,NA,NA
1565,female,19,Attitude PityAD,Attitude,6,6,5,NA,NA,NA
1566,female,35,Aptitude PityAD,Aptitude,4,6,3,NA,NA,NA
1567,female,45,Aptitude Baseline,Attitude,5,6,NA,NA,NA,NA
1568,female,45,Aptitude EnvyC,Aptitude,7,7,NA,NA,NA,4
1569,female,39,Attitude EnvyAD,Attitude,6,5,NA,NA,3,NA
1570,male,24,Attitude EnvyC,Aptitude,6,5,NA,NA,NA,5
1571,male,36,Aptitude PityC,Aptitude,4,6,NA,2,NA,NA
1572,female,44,Attitude Baseline,Attitude,7,3,NA,NA,NA,NA
1573,male,29,Attitude Baseline,Attitude,2,7,NA,NA,NA,NA
1574,female,36,Attitude EnvyAD,Attitude,7,5,NA,NA,3,NA
1575,female,42,Aptitude Baseline,Aptitude,5,6,NA,NA,NA,NA
1576,female,48,Aptitude PityAD,Aptitude,5,7,5,NA,NA,NA
1577,male,30,Attitude PityC,Aptitude,3,3,NA,3,NA,NA
1578,female,34,Attitude PityAD,Attitude,6,2,7,NA,NA,NA
1579,female,34,Aptitude EnvyAD,Aptitude,2,7,NA,NA,3,NA
1580,male,37,Attitude EnvyC,Aptitude,5,5,NA,NA,NA,3
1581,male,30,Aptitude EnvyC,Aptitude,6,6,NA,NA,NA,3
1582,female,28,Aptitude PityC,Aptitude,6,5,NA,1,NA,NA
1583,female,28,Aptitude EnvyC,Attitude,6,5,NA,NA,NA,2
1584,male,66,Attitude PityC,Attitude,7,2,NA,2,NA,NA
1585,male,62,Attitude PityAD,Attitude,6,2,2,NA,NA,NA
1586,male,42,Attitude Baseline,Aptitude,5,4,NA,NA,NA,NA
1587,female,31,Aptitude PityC,Aptitude,5,7,NA,1,NA,NA
1588,female,30,Aptitude PityAD,Aptitude,5,3,7,NA,NA,NA
1589,female,22,Attitude EnvyC,Attitude,6,5,NA,NA,NA,3
1590,male,26,Aptitude EnvyAD,Aptitude,2,6,NA,NA,6,NA
1591,male,27,Attitude EnvyAD,Attitude,6,6,NA,NA,2,NA
1592,male,18,Aptitude Baseline,Aptitude,2,6,NA,NA,NA,NA
1593,male,29,Attitude PityAD,Attitude,5,5,3,NA,NA,NA
1594,female,33,Attitude Baseline,Attitude,6,2,NA,NA,NA,NA
1595,male,30,Aptitude EnvyAD,Aptitude,5,4,NA,NA,4,NA
1596,male,21,Attitude EnvyC,Attitude,6,6,NA,NA,NA,2
1597,female,33,Attitude EnvyAD,Attitude,7,3,NA,NA,3,NA
1598,female,24,Aptitude PityAD,Aptitude,6,7,5,NA,NA,NA
1599,female,24,Aptitude EnvyC,Attitude,7,7,NA,NA,NA,7
1600,female,20,Aptitude PityC,Attitude,4,5,NA,5,NA,NA
1601,female,28,Attitude PityC,Attitude,7,5,NA,2,NA,NA
1602,female,30,Attitude PityC,Attitude,5,3,NA,5,NA,NA
1603,male,31,Aptitude Baseline,Attitude,7,7,NA,NA,NA,NA
1604,female,38,Aptitude PityAD,Aptitude,6,7,5,NA,NA,NA
1605,female,44,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1606,female,22,Aptitude EnvyAD,Aptitude,3,7,NA,NA,5,NA
1607,male,30,Aptitude PityC,Attitude,5,6,NA,1,NA,NA
1608,male,26,Attitude EnvyC,Aptitude,6,6,NA,NA,NA,6
1609,male,34,Attitude PityAD,Aptitude,5,7,2,NA,NA,NA
1610,female,25,Attitude PityAD,Attitude,5,6,5,NA,NA,NA
1611,male,21,Attitude PityAD,Aptitude,7,7,7,NA,NA,NA
1612,male,27,Attitude PityAD,Aptitude,7,5,4,NA,NA,NA
1613,female,36,Attitude PityAD,Aptitude,5,7,5,NA,NA,NA
1614,female,39,Attitude PityAD,Attitude,7,4,6,NA,NA,NA
1615,male,25,Attitude EnvyAD,Aptitude,5,5,NA,NA,4,NA
1616,female,35,Attitude PityAD,Aptitude,7,4,5,NA,NA,NA
1617,male,36,Attitude PityC,Aptitude,4,4,NA,4,NA,NA
1618,male,41,Attitude PityAD,Attitude,6,1,3,NA,NA,NA
1619,male,26,Attitude PityAD,Attitude,7,2,4,NA,NA,NA
1620,female,30,Attitude PityAD,Aptitude,4,7,4,NA,NA,NA
1621,male,26,Attitude EnvyAD,Attitude,7,3,NA,NA,2,NA
1622,male,20,Attitude PityAD,Attitude,6,5,5,NA,NA,NA
1623,male,24,Attitude EnvyAD,Aptitude,6,7,NA,NA,5,NA
1624,male,39,Attitude PityAD,Attitude,5,5,5,NA,NA,NA
1625,male,32,Attitude PityAD,Attitude,7,3,7,NA,NA,NA
1626,male,25,Attitude EnvyAD,Aptitude,1,7,NA,NA,2,NA
1627,male,34,Attitude EnvyAD,Attitude,7,3,NA,NA,2,NA
1628,female,26,Attitude PityC,Attitude,6,3,NA,2,NA,NA
1629,male,24,Attitude PityC,Attitude,6,3,NA,7,NA,NA
1630,female,48,Attitude EnvyAD,Aptitude,5,6,NA,NA,5,NA
1631,female,28,Attitude EnvyAD,Aptitude,5,6,NA,NA,5,NA
1632,male,28,Attitude PityC,Aptitude,4,6,NA,2,NA,NA
1633,female,54,Attitude EnvyAD,Aptitude,7,6,NA,NA,5,NA
1634,male,39,Attitude EnvyAD,Aptitude,4,7,NA,NA,5,NA
1635,male,44,Attitude PityC,Attitude,7,4,NA,3,NA,NA
1636,male,33,Attitude PityC,Attitude,6,2,NA,3,NA,NA
1637,male,36,Attitude PityAD,Attitude,6,5,5,NA,NA,NA
1638,male,37,Attitude PityC,Aptitude,5,7,NA,3,NA,NA
1639,female,50,Attitude PityAD,Attitude,7,4,5,NA,NA,NA
1640,female,55,Attitude PityC,Attitude,7,5,NA,5,NA,NA
1641,other,21,Attitude PityC,Aptitude,5,6,NA,2,NA,NA
1642,male,39,Attitude PityAD,Attitude,6,3,7,NA,NA,NA
1643,female,31,Attitude EnvyAD,Attitude,2,7,NA,NA,2,NA
1644,male,48,Attitude EnvyC,Attitude,7,5,NA,NA,NA,2
1645,female,40,Attitude PityAD,Attitude,5,7,2,NA,NA,NA
1646,female,39,Attitude EnvyAD,Aptitude,7,5,NA,NA,3,NA
1647,male,32,Attitude EnvyAD,Aptitude,6,4,NA,NA,6,NA
1648,male,36,Attitude PityAD,Attitude,6,5,2,NA,NA,NA
1649,female,45,Attitude EnvyC,Attitude,7,7,NA,NA,NA,1
1650,male,45,Attitude PityAD,Attitude,6,5,3,NA,NA,NA
1651,male,25,Attitude PityC,Attitude,5,4,NA,2,NA,NA
1652,male,41,Attitude PityC,Attitude,6,3,NA,5,NA,NA
1653,female,29,Attitude PityAD,Aptitude,5,7,5,NA,NA,NA
1654,female,23,Attitude EnvyAD,Aptitude,7,7,NA,NA,7,NA
1655,male,33,Attitude PityAD,Attitude,5,5,5,NA,NA,NA
1656,female,27,Attitude EnvyAD,Attitude,5,6,NA,NA,5,NA
1657,male,33,Attitude PityC,Attitude,7,3,NA,3,NA,NA
1658,female,41,Attitude EnvyC,Aptitude,5,6,NA,NA,NA,5
1659,female,56,Attitude EnvyAD,Aptitude,5,5,NA,NA,3,NA
1660,female,22,Attitude EnvyC,Attitude,4,3,NA,NA,NA,3
1661,male,45,Attitude PityAD,Attitude,7,5,7,NA,NA,NA
1662,female,40,Attitude PityAD,Attitude,7,4,6,NA,NA,NA
1663,male,30,Attitude EnvyAD,Attitude,4,5,NA,NA,3,NA
1664,male,25,Attitude EnvyAD,Attitude,4,6,NA,NA,5,NA
1665,male,25,Attitude PityC,Aptitude,5,7,NA,1,NA,NA
1666,female,27,Attitude PityAD,Attitude,6,3,5,NA,NA,NA
1667,male,36,Attitude EnvyC,Aptitude,5,7,NA,NA,NA,2
1668,female,53,Attitude PityC,Aptitude,5,6,NA,2,NA,NA
1669,male,25,Attitude EnvyC,Attitude,7,5,NA,NA,NA,2
1670,female,28,Attitude EnvyC,Aptitude,3,5,NA,NA,NA,6
1671,female,46,Attitude EnvyAD,Aptitude,6,5,NA,NA,6,NA
1672,male,24,Attitude PityAD,Aptitude,5,7,1,NA,NA,NA
1673,male,57,Attitude PityC,Aptitude,5,6,NA,3,NA,NA
1674,female,33,Attitude EnvyC,Attitude,6,5,NA,NA,NA,5
1675,male,19,Attitude PityAD,Attitude,6,5,5,NA,NA,NA
1676,female,28,Attitude PityC,Aptitude,6,5,NA,3,NA,NA
1677,male,30,Attitude EnvyAD,Attitude,7,3,NA,NA,3,NA
1678,female,36,Attitude Baseline,Aptitude,4,6,NA,NA,NA,NA
1679,male,32,Attitude PityC,Attitude,6,5,NA,3,NA,NA
1680,male,24,Attitude EnvyAD,Aptitude,6,5,NA,NA,2,NA
1681,female,26,Attitude Baseline,Attitude,7,6,NA,NA,NA,NA
1682,male,25,Attitude PityAD,Aptitude,6,6,5,NA,NA,NA
1683,female,41,Attitude EnvyC,Attitude,7,3,NA,NA,NA,1
1684,male,30,Attitude PityAD,Attitude,6,4,5,NA,NA,NA
1685,male,32,Attitude EnvyAD,Aptitude,5,7,NA,NA,4,NA
1686,female,21,Attitude EnvyC,Attitude,7,5,NA,NA,NA,2
1687,female,61,Attitude PityC,Aptitude,3,7,NA,1,NA,NA
1688,female,38,Attitude PityAD,Attitude,6,7,6,NA,NA,NA
1689,female,36,Attitude EnvyC,Aptitude,6,6,NA,NA,NA,4
1690,female,31,Attitude Baseline,Attitude,6,5,NA,NA,NA,NA
1691,female,25,Attitude PityC,Attitude,4,4,NA,4,NA,NA
1692,male,45,Attitude Baseline,Attitude,5,6,NA,NA,NA,NA
1693,male,25,Attitude PityC,Aptitude,6,5,NA,4,NA,NA
1694,female,28,Attitude PityAD,Attitude,6,5,5,NA,NA,NA
1695,female,50,Attitude EnvyC,Aptitude,5,6,NA,NA,NA,3
1696,male,37,Attitude EnvyAD,Attitude,7,1,NA,NA,1,NA
1697,female,27,Attitude EnvyAD,Attitude,7,2,NA,NA,5,NA
1698,male,27,Attitude Baseline,Attitude,6,4,NA,NA,NA,NA
1699,male,32,Attitude PityC,Aptitude,5,5,NA,2,NA,NA
1700,female,31,Attitude Baseline,Aptitude,5,5,NA,NA,NA,NA
1701,female,61,Attitude EnvyC,Aptitude,7,7,NA,NA,NA,1
1702,male,59,Attitude PityC,Attitude,7,3,NA,5,NA,NA
1703,male,51,Attitude EnvyAD,Aptitude,4,7,NA,NA,5,NA
1704,female,21,Attitude EnvyC,Aptitude,6,7,NA,NA,NA,2
1705,female,42,Attitude PityAD,Aptitude,6,7,5,NA,NA,NA
1706,female,33,Attitude EnvyC,Attitude,7,7,NA,NA,NA,7
1707,female,64,Attitude PityAD,Attitude,6,3,5,NA,NA,NA
1708,male,NA,Attitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1709,male,22,Attitude EnvyAD,Attitude,6,3,NA,NA,2,NA
1710,male,48,Attitude PityC,Attitude,7,4,NA,3,NA,NA
1711,female,43,Attitude EnvyAD,Attitude,7,5,NA,NA,2,NA
1712,female,39,Attitude PityAD,Aptitude,6,7,6,NA,NA,NA
1713,male,44,Attitude EnvyC,Aptitude,3,7,NA,NA,NA,3
1714,male,45,Attitude Baseline,Aptitude,3,6,NA,NA,NA,NA
1715,male,22,Attitude PityAD,Aptitude,6,6,6,NA,NA,NA
1716,female,26,Attitude PityC,Aptitude,5,7,NA,1,NA,NA
1717,female,53,Attitude EnvyC,Attitude,5,6,NA,NA,NA,7
1718,male,33,Attitude EnvyAD,Attitude,5,4,NA,NA,2,NA
1719,female,34,Attitude PityAD,Attitude,7,3,5,NA,NA,NA
1720,male,33,Attitude Baseline,Attitude,5,3,NA,NA,NA,NA
1721,male,65,Attitude PityAD,Attitude,5,5,3,NA,NA,NA
1722,female,64,Attitude PityC,Attitude,5,3,NA,3,NA,NA
1723,female,25,Attitude EnvyC,Attitude,6,5,NA,NA,NA,1
1724,male,27,Attitude PityC,Aptitude,6,7,NA,2,NA,NA
1725,male,31,Attitude EnvyC,Attitude,5,6,NA,NA,NA,2
1726,male,31,Attitude EnvyAD,Aptitude,3,5,NA,NA,5,NA
1727,male,43,Attitude Baseline,Attitude,5,7,NA,NA,NA,NA
1728,female,24,Attitude PityAD,Attitude,7,2,5,NA,NA,NA
1729,female,27,Attitude EnvyAD,Attitude,7,5,NA,NA,3,NA
1730,female,22,Attitude Baseline,Attitude,6,6,NA,NA,NA,NA
1731,male,40,Attitude PityAD,Attitude,6,5,4,NA,NA,NA
1732,male,25,Attitude EnvyAD,Attitude,7,5,NA,NA,3,NA
1733,female,34,Attitude Baseline,Attitude,5,3,NA,NA,NA,NA
1734,female,26,Attitude EnvyC,Aptitude,4,7,NA,NA,NA,5
1735,male,38,Attitude PityC,Attitude,7,4,NA,1,NA,NA
1736,female,36,Attitude PityAD,Attitude,6,5,3,NA,NA,NA
1737,female,24,Attitude Baseline,Aptitude,3,5,NA,NA,NA,NA
1738,male,33,Attitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1739,female,26,Attitude PityC,Attitude,6,5,NA,1,NA,NA
1740,female,38,Attitude EnvyAD,Attitude,5,5,NA,NA,6,NA
1741,male,19,Attitude PityAD,Attitude,7,4,1,NA,NA,NA
1742,female,29,Attitude EnvyC,Attitude,7,5,NA,NA,NA,3
1743,female,34,Attitude PityC,Attitude,6,5,NA,4,NA,NA
1744,female,29,Attitude EnvyC,Attitude,7,3,NA,NA,NA,2
1745,male,28,Attitude EnvyC,Aptitude,1,5,NA,NA,NA,7
1746,female,27,Attitude Baseline,Aptitude,7,5,NA,NA,NA,NA
1747,female,25,Attitude PityC,Aptitude,6,7,NA,5,NA,NA
1748,female,71,Attitude EnvyAD,Attitude,7,5,NA,NA,3,NA
1749,female,59,Attitude PityAD,Aptitude,6,7,5,NA,NA,NA
1750,male,30,Attitude EnvyAD,Aptitude,6,7,NA,NA,7,NA
1751,female,22,Attitude PityAD,Aptitude,6,6,5,NA,NA,NA
1752,female,58,Attitude Baseline,Aptitude,6,5,NA,NA,NA,NA
1753,male,30,Attitude EnvyC,Aptitude,4,5,NA,NA,NA,6
1754,male,37,Attitude PityC,Aptitude,5,4,NA,1,NA,NA
1755,female,28,Attitude PityC,Aptitude,5,7,NA,3,NA,NA
1756,male,19,Attitude PityAD,Aptitude,5,6,5,NA,NA,NA
1757,female,33,Attitude Baseline,Attitude,6,3,NA,NA,NA,NA
1758,male,29,Attitude EnvyC,Attitude,7,2,NA,NA,NA,2
1759,male,39,Attitude EnvyC,Attitude,6,6,NA,NA,NA,4
1760,male,33,Attitude PityC,Aptitude,6,4,NA,2,NA,NA
1761,male,26,Attitude PityC,Aptitude,5,5,NA,3,NA,NA
1762,male,38,Attitude EnvyAD,Attitude,6,7,NA,NA,4,NA
1763,female,30,Attitude PityAD,Aptitude,5,6,2,NA,NA,NA
1764,female,52,Attitude EnvyAD,Aptitude,4,6,NA,NA,6,NA
1765,male,22,Attitude Baseline,Attitude,5,3,NA,NA,NA,NA
1766,female,87,Attitude EnvyAD,Aptitude,5,5,NA,NA,4,NA
1767,female,37,Attitude PityAD,Aptitude,7,6,6,NA,NA,NA
1768,female,29,Attitude EnvyAD,Attitude,4,5,NA,NA,3,NA
1769,male,31,Attitude Baseline,Attitude,7,2,NA,NA,NA,NA
1770,male,25,Attitude PityAD,Attitude,7,3,5,NA,NA,NA
1771,female,22,Attitude EnvyC,Aptitude,3,6,NA,NA,NA,2
1772,male,50,Attitude PityAD,Attitude,6,3,3,NA,NA,NA
1773,male,28,Attitude EnvyAD,Attitude,7,5,NA,NA,3,NA
1774,male,44,Attitude PityC,Aptitude,5,5,NA,4,NA,NA
1775,female,38,Attitude EnvyC,Attitude,5,7,NA,NA,NA,3
1776,male,29,Attitude Baseline,Attitude,7,1,NA,NA,NA,NA
1777,male,31,Attitude PityAD,Aptitude,5,7,5,NA,NA,NA
1778,male,36,Attitude EnvyAD,Attitude,7,2,NA,NA,1,NA
1779,male,31,Aptitude Baseline,Aptitude,4,7,NA,NA,NA,NA
1780,male,44,Aptitude Baseline,Aptitude,5,6,NA,NA,NA,NA
1781,male,42,Attitude PityAD,Aptitude,4,6,3,NA,NA,NA
1782,female,40,Attitude Baseline,Aptitude,3,6,NA,NA,NA,NA
1783,male,24,Attitude EnvyAD,Attitude,4,7,NA,NA,3,NA
1784,male,28,Aptitude EnvyC,Aptitude,6,6,NA,NA,NA,5
1785,male,28,Attitude EnvyAD,Attitude,5,7,NA,NA,3,NA
1786,male,25,Attitude EnvyC,Aptitude,5,6,NA,NA,NA,2
1787,male,31,Attitude PityC,Attitude,5,4,NA,3,NA,NA
1788,male,30,Aptitude EnvyC,Aptitude,4,5,NA,NA,NA,3
1789,male,23,Attitude PityAD,Attitude,6,2,5,NA,NA,NA
1790,female,35,Attitude PityAD,Attitude,7,4,6,NA,NA,NA
1791,female,32,Attitude PityAD,Attitude,7,3,5,NA,NA,NA
1792,female,24,Attitude PityC,Aptitude,7,6,NA,1,NA,NA
1793,female,26,Aptitude Baseline,Aptitude,3,7,NA,NA,NA,NA
1794,female,27,Aptitude Baseline,Aptitude,3,7,NA,NA,NA,NA
1795,male,25,Attitude PityC,Attitude,6,6,NA,4,NA,NA
1796,male,37,Aptitude EnvyC,Aptitude,5,6,NA,NA,NA,3
1797,female,56,Attitude EnvyC,Aptitude,3,6,NA,NA,NA,2
1798,male,40,Attitude EnvyC,Attitude,6,4,NA,NA,NA,1
1799,male,31,Attitude Baseline,Attitude,5,5,NA,NA,NA,NA
1800,female,32,Attitude EnvyAD,Aptitude,5,6,NA,NA,5,NA
1801,male,44,Attitude Baseline,Aptitude,4,4,NA,NA,NA,NA
1802,female,22,Attitude PityC,Attitude,5,6,NA,2,NA,NA
1803,female,30,Aptitude PityAD,Aptitude,7,5,3,NA,NA,NA
1804,female,34,Attitude EnvyAD,Aptitude,5,6,NA,NA,5,NA
1805,male,34,Aptitude Baseline,Aptitude,5,6,NA,NA,NA,NA
1806,male,29,Attitude Baseline,Attitude,6,6,NA,NA,NA,NA
1807,female,31,Attitude EnvyC,Attitude,6,3,NA,NA,NA,1
1808,female,22,Aptitude EnvyC,Aptitude,7,7,NA,NA,NA,2
1809,female,31,Aptitude PityC,Aptitude,4,7,NA,1,NA,NA
1810,female,33,Attitude PityC,Attitude,6,4,NA,5,NA,NA
1811,male,22,Aptitude EnvyC,Aptitude,4,7,NA,NA,NA,7
1812,male,20,Attitude PityAD,Aptitude,7,6,7,NA,NA,NA
1813,male,37,Attitude EnvyAD,Aptitude,4,5,NA,NA,5,NA
1814,male,23,Aptitude Baseline,Attitude,6,5,NA,NA,NA,NA
1815,male,30,Aptitude PityAD,Aptitude,7,7,6,NA,NA,NA
1816,female,25,Attitude Baseline,Aptitude,4,6,NA,NA,NA,NA
1817,male,28,Aptitude Baseline,Aptitude,5,5,NA,NA,NA,NA
1818,male,31,Attitude EnvyC,Attitude,6,5,NA,NA,NA,1
1819,male,25,Attitude PityC,Attitude,6,5,NA,1,NA,NA
1820,female,34,Attitude EnvyC,Attitude,7,5,NA,NA,NA,2
1821,male,23,Attitude PityAD,Aptitude,4,5,3,NA,NA,NA
1822,female,30,Attitude EnvyAD,Attitude,3,3,NA,NA,2,NA
1823,female,34,Attitude Baseline,Attitude,5,3,NA,NA,NA,NA
1824,male,29,Aptitude PityC,Aptitude,5,6,NA,2,NA,NA
1825,female,33,Aptitude PityAD,Aptitude,4,6,3,NA,NA,NA
1826,female,37,Aptitude EnvyC,Aptitude,3,6,NA,NA,NA,5
1827,female,41,Attitude EnvyAD,Attitude,5,5,NA,NA,4,NA
1828,male,39,Attitude Baseline,Aptitude,7,7,NA,NA,NA,NA
1829,male,36,Aptitude Baseline,Aptitude,3,7,NA,NA,NA,NA
1830,male,33,Aptitude PityC,Aptitude,5,7,NA,1,NA,NA
1831,female,29,Attitude EnvyC,Attitude,7,3,NA,NA,NA,1
1832,female,35,Aptitude EnvyC,Aptitude,4,6,NA,NA,NA,7
1833,male,33,Attitude EnvyAD,Attitude,5,6,NA,NA,6,NA
1834,female,22,Attitude Baseline,Aptitude,5,6,NA,NA,NA,NA
1835,male,20,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1836,male,25,Attitude PityC,Aptitude,5,6,NA,2,NA,NA
1837,male,47,Aptitude PityC,Aptitude,6,3,NA,3,NA,NA
1838,female,47,Attitude PityAD,Aptitude,6,5,2,NA,NA,NA
1839,female,41,Aptitude EnvyC,Attitude,5,6,NA,NA,NA,3
1840,female,46,Aptitude PityAD,Aptitude,6,6,3,NA,NA,NA
1841,female,21,Attitude PityAD,Aptitude,6,5,2,NA,NA,NA
1842,female,31,Aptitude PityC,Aptitude,4,7,NA,1,NA,NA
1843,female,30,Attitude EnvyC,Attitude,7,7,NA,NA,NA,1
1844,male,33,Attitude EnvyC,Attitude,3,6,NA,NA,NA,2
1845,female,20,Attitude Baseline,Aptitude,5,6,NA,NA,NA,NA
1846,female,54,Aptitude PityC,Attitude,7,7,NA,7,NA,NA
1847,male,63,Attitude PityAD,Aptitude,6,5,4,NA,NA,NA
1848,male,21,Aptitude EnvyAD,Aptitude,5,2,NA,NA,7,NA
1849,female,30,Attitude PityC,Aptitude,7,6,NA,2,NA,NA
1850,female,45,Aptitude Baseline,Aptitude,6,5,NA,NA,NA,NA
1851,female,20,Attitude EnvyAD,Aptitude,6,5,NA,NA,3,NA
1852,male,36,Aptitude PityAD,Aptitude,4,6,2,NA,NA,NA
1853,male,35,Attitude EnvyAD,Attitude,6,5,NA,NA,2,NA
1854,male,60,Aptitude EnvyC,Aptitude,3,5,NA,NA,NA,5
1855,male,30,Attitude PityC,Aptitude,5,3,NA,3,NA,NA
1856,male,33,Aptitude PityAD,Aptitude,7,3,3,NA,NA,NA
1857,male,31,Attitude PityAD,Aptitude,5,6,5,NA,NA,NA
1858,female,21,Attitude EnvyC,Attitude,7,5,NA,NA,NA,2
1859,female,44,Aptitude EnvyC,Aptitude,6,7,NA,NA,NA,6
1860,male,35,Aptitude Baseline,Attitude,6,3,NA,NA,NA,NA
1861,male,50,Aptitude PityC,Aptitude,5,7,NA,2,NA,NA
1862,female,24,Aptitude Baseline,Aptitude,5,6,NA,NA,NA,NA
1863,female,23,Attitude PityC,Aptitude,6,5,NA,2,NA,NA
1864,male,19,Aptitude PityC,Aptitude,3,7,NA,1,NA,NA
1865,male,28,Aptitude EnvyAD,Aptitude,4,6,NA,NA,5,NA
1866,male,20,Attitude EnvyC,Attitude,6,5,NA,NA,NA,2
1867,male,24,Attitude EnvyAD,Attitude,6,5,NA,NA,3,NA
1868,male,24,Attitude Baseline,Attitude,7,3,NA,NA,NA,NA
1869,male,35,Attitude PityAD,Attitude,6,3,5,NA,NA,NA
1870,female,28,Attitude Baseline,Aptitude,6,5,NA,NA,NA,NA
1871,female,34,Attitude EnvyAD,Attitude,7,4,NA,NA,2,NA
1872,female,45,Aptitude PityAD,Aptitude,6,5,3,NA,NA,NA
1873,female,29,Aptitude Baseline,Aptitude,3,7,NA,NA,NA,NA
1874,female,27,Aptitude PityAD,Aptitude,5,6,4,NA,NA,NA
1875,female,49,Attitude PityAD,Attitude,6,3,6,NA,NA,NA
